'sample interval','V5','MLII'
3453,-0.165,0.050
3454,-0.165,0.030
3455,-0.185,0.020
3456,-0.195,0.035
3457,-0.175,0.045
3458,-0.170,0.055
3459,-0.160,0.055
3460,-0.155,0.040
3461,-0.170,0.035
3462,-0.165,0.025
3463,-0.175,0.035
3464,-0.160,0.055
3465,-0.140,0.050
3466,-0.160,0.035
3467,-0.160,0.030
3468,-0.155,0.045
3469,-0.150,0.045
3470,-0.155,0.070
3471,-0.155,0.065
3472,-0.155,0.040
3473,-0.160,0.025
3474,-0.170,0.045
3475,-0.160,0.060
3476,-0.145,0.065
3477,-0.140,0.065
3478,-0.145,0.045
3479,-0.165,0.035
3480,-0.155,0.050
3481,-0.130,0.055
3482,-0.120,0.070
3483,-0.115,0.080
3484,-0.110,0.070
3485,-0.110,0.065
3486,-0.120,0.085
3487,-0.105,0.095
3488,-0.085,0.090
3489,-0.080,0.090
3490,-0.075,0.085
3491,-0.090,0.070
3492,-0.090,0.090
3493,-0.085,0.120
3494,-0.070,0.120
3495,-0.080,0.120
3496,-0.095,0.100
3497,-0.110,0.075
3498,-0.125,0.080
3499,-0.125,0.085
3500,-0.120,0.100
3501,-0.130,0.080
3502,-0.155,0.075
3503,-0.165,0.075
3504,-0.175,0.075
3505,-0.170,0.090
3506,-0.135,0.100
3507,-0.120,0.095
3508,-0.150,0.090
3509,-0.145,0.070
3510,-0.140,0.085
3511,-0.140,0.100
3512,-0.125,0.105
3513,-0.100,0.100
3514,-0.110,0.090
3515,-0.125,0.080
3516,-0.135,0.055
3517,-0.140,0.070
3518,-0.140,0.075
3519,-0.155,0.075
3520,-0.170,0.050
3521,-0.185,0.040
3522,-0.195,0.045
3523,-0.180,0.050
3524,-0.180,0.055
3525,-0.170,0.040
3526,-0.175,0.040
3527,-0.195,0.030
3528,-0.185,0.040
3529,-0.180,0.050
3530,-0.175,0.070
3531,-0.165,0.065
3532,-0.165,0.045
3533,-0.180,0.035
3534,-0.190,0.040
3535,-0.180,0.050
3536,-0.160,0.060
3537,-0.165,0.050
3538,-0.165,0.030
3539,-0.185,0.025
3540,-0.185,0.035
3541,-0.185,0.040
3542,-0.170,0.060
3543,-0.175,0.050
3544,-0.185,0.035
3545,-0.185,0.025
3546,-0.190,0.040
3547,-0.190,0.065
3548,-0.160,0.080
3549,-0.145,0.070
3550,-0.165,0.070
3551,-0.175,0.070
3552,-0.180,0.095
3553,-0.170,0.130
3554,-0.130,0.170
3555,-0.130,0.220
3556,-0.095,0.265
3557,-0.090,0.320
3558,-0.065,0.390
3559,-0.045,0.485
3560,-0.080,0.600
3561,-0.150,0.740
3562,-0.215,0.915
3563,-0.275,1.055
3564,-0.315,1.225
3565,-0.390,1.395
3566,-0.450,1.545
3567,-0.475,1.730
3568,-0.455,1.920
3569,-0.380,2.110
3570,-0.255,2.165
3571,-0.120,2.075
3572,0.020,1.780
3573,0.105,1.295
3574,0.050,0.760
3575,-0.135,0.355
3576,-0.380,0.145
3577,-0.545,0.050
3578,-0.590,0.015
3579,-0.565,0.015
3580,-0.510,0.010
3581,-0.435,0.025
3582,-0.350,0.020
3583,-0.225,0.030
3584,-0.160,0.020
3585,-0.140,0.005
3586,-0.145,-0.015
3587,-0.145,-0.040
3588,-0.145,-0.040
3589,-0.140,-0.040
3590,-0.125,-0.025
3591,-0.125,-0.045
3592,-0.110,-0.055
3593,-0.130,-0.055
3594,-0.110,-0.055
3595,-0.120,-0.045
3596,-0.095,-0.045
3597,-0.095,-0.050
3598,-0.095,-0.065
3599,-0.100,-0.080
